1  Number Iterations: 20
1  Number Iterations: 20
0.5  Number Iterations: 20
0.5  Number Iterations: 20
0.5  Number Iterations: 20
0.5  Number Iterations: 20
0.25  Number Iterations: 3
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.25  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.125  Number Iterations: 2
0.0625  Number Iterations: 2
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.0625  Number Iterations: 1
0.03125  Number Iterations: 2
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
0.03125  Number Iterations: 1
